latent heat flux per layer 
Wm-2
     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     8.55
     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     9.17
     0.00     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     8.95
     0.00     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     8.95
     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     9.10
     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     8.47
     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     8.18
     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     7.53
     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     7.80
     4.26     3.37     2.67     2.11     1.67     1.33     1.06     0.85     0.68     0.55     0.44     0.36     0.29     0.23     0.18     0.14     0.11     0.08     0.06     0.04     0.03     0.02     0.02     0.02     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     8.28
    10.36     8.35     6.79     5.58     4.64     3.91     3.33     2.88     2.52     2.23     2.00     1.81     1.65     1.51     1.40     1.30     1.21     1.12     1.05     0.98     0.92     0.86     0.81     0.76     0.71     0.66     0.62     0.57     0.53     0.49     0.46     0.42     0.39     0.35     0.32     0.29     0.27     0.24     0.21     0.19     0.17     0.14     0.12     0.10     0.09     0.07     0.05     0.04     0.02     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01     0.01    10.60
    13.13    11.90    10.80     9.83     8.97     8.19     7.51     6.89     6.34     5.85     5.40     5.00     4.64     4.31     4.01     3.74     3.49     3.27     3.06     2.86     2.69     2.52     2.37     2.22     2.09     1.96     1.85     1.74     1.63     1.53     1.44     1.36     1.27     1.19     1.12     1.05     0.98     0.92     0.86     0.81     0.75     0.70     0.65     0.61     0.56     0.52     0.48     0.45     0.41     0.38     0.35     0.32     0.29     0.27     0.24     0.22     0.20     0.18     0.16     0.14    12.62
    19.42    18.50    17.63    16.81    16.04    15.30    14.60    13.93    13.29    12.67    12.09    11.53    10.99    10.47     9.98     9.51     9.06     8.62     8.21     7.81     7.43     7.07     6.72     6.39     6.07     5.77     5.48     5.21     4.95     4.70     4.46     4.23     4.01     3.81     3.61     3.43     3.25     3.08     2.92     2.76     2.62     2.48     2.35     2.22     2.10     1.99     1.88     1.78     1.69     1.60     1.51     1.43     1.35     1.28     1.21     1.14     1.08     1.03     0.97     0.92    15.82
    18.89    18.28    17.68    17.08    16.48    15.88    15.29    14.71    14.14    13.57    13.02    12.47    11.94    11.42    10.92    10.43     9.95     9.49     9.05     8.62     8.20     7.80     7.42     7.05     6.69     6.36     6.03     5.72     5.42     5.14     4.87     4.61     4.36     4.13     3.91     3.70     3.49     3.30     3.12     2.95     2.78     2.63     2.48     2.34     2.21     2.08     1.96     1.85     1.74     1.64     1.55     1.46     1.37     1.30     1.22     1.15     1.09     1.02     0.97     0.91    17.13
    20.31    19.87    19.41    18.95    18.49    18.01    17.53    17.04    16.55    16.05    15.55    15.05    14.56    14.06    13.57    13.08    12.60    12.12    11.65    11.19    10.74    10.30     9.87     9.45     9.05     8.65     8.27     7.90     7.54     7.19     6.86     6.54     6.23     5.93     5.64     5.37     5.11     4.85     4.61     4.38     4.16     3.96     3.76     3.57     3.38     3.21     3.05     2.89     2.74     2.60     2.47     2.35     2.23     2.12     2.01     1.91     1.82     1.73     1.65     1.57    17.57
    22.23    21.87    21.48    21.09    20.68    20.25    19.82    19.38    18.92    18.46    17.98    17.51    17.02    16.54    16.05    15.56    15.07    14.58    14.09    13.61    13.13    12.66    12.19    11.74    11.29    10.85    10.42    10.00     9.59     9.20     8.81     8.44     8.07     7.72     7.38     7.06     6.74     6.44     6.15     5.87     5.60     5.34     5.10     4.86     4.63     4.42     4.21     4.02     3.83     3.66     3.49     3.33     3.18     3.03     2.90     2.77     2.65     2.54     2.44     2.34    18.87
    26.08    25.68    25.28    24.88    24.46    24.04    23.60    23.16    22.72    22.26    21.80    21.34    20.86    20.38    19.90    19.41    18.92    18.43    17.93    17.43    16.94    16.44    15.95    15.45    14.97    14.48    14.00    13.53    13.07    12.61    12.16    11.73    11.30    10.88    10.47    10.07     9.69     9.31     8.95     8.60     8.26     7.93     7.61     7.31     7.02     6.74     6.47     6.21     5.96     5.73     5.51     5.29     5.09     4.90     4.72     4.55     4.39     4.24     4.10     3.97    27.20
    26.20    25.89    25.56    25.21    24.85    24.47    24.07    23.67    23.25    22.81    22.37    21.91    21.44    20.97    20.48    19.99    19.50    18.99    18.49    17.98    17.48    16.97    16.47    15.96    15.47    14.97    14.49    14.00    13.53    13.07    12.61    12.16    11.72    11.30    10.88    10.48    10.09     9.71     9.34     8.98     8.64     8.30     7.98     7.67     7.38     7.09     6.82     6.56     6.31     6.08     5.85     5.64     5.43     5.24     5.06     4.89     4.73     4.58     4.44     4.31    26.20
    27.44    27.16    26.85    26.53    26.19    25.84    25.46    25.08    24.68    24.26    23.84    23.40    22.95    22.49    22.01    21.54    21.05    20.56    20.06    19.56    19.05    18.55    18.04    17.54    17.03    16.53    16.04    15.54    15.06    14.58    14.11    13.64    13.19    12.74    12.31    11.88    11.47    11.07    10.68    10.30     9.93     9.58     9.24     8.91     8.59     8.28     7.99     7.71     7.44     7.19     6.95     6.72     6.50     6.29     6.09     5.91     5.74     5.58     5.43     5.29    25.58
    35.04    34.60    34.16    33.71    33.24    32.78    32.30    31.82    31.33    30.83    30.33    29.82    29.31    28.78    28.26    27.72    27.19    26.64    26.10    25.55    24.99    24.43    23.87    23.31    22.75    22.19    21.62    21.06    20.51    19.95    19.40    18.86    18.32    17.79    17.27    16.75    16.25    15.75    15.27    14.80    14.34    13.90    13.46    13.05    12.64    12.25    11.87    11.51    11.17    10.84    10.52    10.22     9.94     9.67     9.41     9.17     8.95     8.74     8.55     8.38    28.05
    41.01    40.49    39.95    39.42    38.88    38.34    37.79    37.24    36.69    36.13    35.57    35.00    34.43    33.86    33.29    32.71    32.12    31.54    30.95    30.36    29.76    29.16    28.56    27.96    27.36    26.75    26.15    25.54    24.94    24.33    23.73    23.14    22.55    21.96    21.38    20.81    20.25    19.69    19.15    18.62    18.10    17.59    17.09    16.61    16.15    15.70    15.26    14.84    14.44    14.06    13.69    13.34    13.01    12.70    12.40    12.12    11.87    11.63    11.41    11.20    30.75
    47.30    46.62    45.95    45.29    44.63    43.98    43.34    42.70    42.07    41.44    40.81    40.19    39.58    38.96    38.36    37.75    37.14    36.54    35.94    35.34    34.74    34.15    33.55    32.96    32.37    31.78    31.18    30.59    30.01    29.42    28.83    28.25    27.67    27.09    26.52    25.95    25.38    24.82    24.27    23.73    23.19    22.66    22.14    21.64    21.14    20.66    20.19    19.74    19.30    18.88    18.48    18.09    17.72    17.37    17.05    16.74    16.45    16.18    15.93    15.70    37.42
